iter	MultiClass
327	0.2165182058
328	0.215887043
329	0.2150310034
330	0.2135980587
331	0.2129947377
332	0.2121364015
333	0.2115714707
334	0.2111677407
335	0.2106627119
336	0.2101034432
337	0.2089280802
338	0.2082660061
339	0.2078927126
340	0.2072645879
341	0.2064988782
342	0.2049408599
343	0.2043351372
344	0.2035963133
345	0.2028292415
346	0.2020027613
347	0.2010716733
348	0.2008751793
349	0.2002500941
350	0.1992774888
351	0.1989618221
352	0.1982023889
353	0.1977603156
354	0.1971352787
355	0.196740869
356	0.1959619491
357	0.1956444506
358	0.1949545658
359	0.1939570333
360	0.1936874567
361	0.192760379
362	0.1917807608
363	0.1910596244
364	0.1901760148
365	0.1893547846
366	0.1886748698
367	0.1882393766
368	0.1872417512
369	0.1866950523
370	0.1864924196
371	0.1859751163
372	0.1853838098
373	0.1848652544
374	0.1844957207
375	0.1840755899
376	0.1833131138
377	0.1829609421
378	0.1824286277
379	0.1818839725
380	0.1808501438
381	0.1801377346
382	0.1791695878
383	0.1785561808
384	0.1779567097
385	0.1775864498
386	0.1772492255
387	0.1769985072
388	0.1764619442
389	0.1754368167
390	0.175058881
391	0.1742365249
392	0.1737478213
393	0.1730675017
394	0.1726322488
395	0.1723799459
396	0.171846044
397	0.1714548486
398	0.1708879947
399	0.1702192408
400	0.1699108821
401	0.1693188622
402	0.1683543734
403	0.1674903181
404	0.1672433216
405	0.1666227647
406	0.1659849349
407	0.1656747334
408	0.1651883576
409	0.1646491365
410	0.1639777909
411	0.1633123338
412	0.1628820278
413	0.1623602796
414	0.1619191314
415	0.161586996
416	0.1608310713
417	0.1604280976
418	0.160099943
419	0.1593960471
420	0.1591278163
421	0.1585805597
422	0.1580087402
423	0.1575060858
424	0.1570023118
425	0.1563364448
426	0.1558309842
427	0.1551449275
428	0.1547258928
429	0.1541140937
430	0.1535966158
431	0.1531035896
432	0.1526386846
433	0.1521239575
434	0.1517991451
435	0.1513794853
436	0.1506344183
437	0.1500885011
438	0.1493755525
439	0.1488867128
440	0.1486037355
441	0.1478769128
442	0.1474483034
443	0.147019557
444	0.1467601953
445	0.1460287541
446	0.1457426265
447	0.1452282803
448	0.1449455914
449	0.1445586126
450	0.1439650039
451	0.1435795237
452	0.1432898873
453	0.1429873579
454	0.142523739
455	0.1420364311
456	0.1417760872
457	0.1416078453
458	0.1411106892
459	0.1407513007
460	0.1405535606
461	0.1400435751
462	0.1394148632
463	0.1390445116
464	0.1386725897
465	0.1385289758
466	0.1382168744
467	0.1379123086
468	0.1374959035
469	0.1372191237
470	0.1366577187
471	0.1362107804
472	0.1359608783
473	0.1354120181
474	0.1351702015
475	0.134650706
476	0.1344519434
477	0.1339517537
478	0.1335149478
479	0.1329726738
480	0.1326796687
481	0.1325665265
482	0.1321679604
483	0.1317893903
484	0.1314526712
485	0.1310416367
486	0.1305429051
487	0.1303650116
488	0.1300061841
489	0.1297273828
490	0.1293185568
491	0.1290810484
492	0.128781835
493	0.1284628716
494	0.1282219579
495	0.1277754296
496	0.1273123955
497	0.1267965085
498	0.126662621
499	0.1265061604
500	0.1258229753
501	0.1255834592
502	0.125430648
503	0.125298724
504	0.1250461232
505	0.1248139338
506	0.1244074893
507	0.1242606217
508	0.1239452524
509	0.1236914944
510	0.1236241224
511	0.1234058065
512	0.1230496547
513	0.1228899041
514	0.1224547929
515	0.1220235322
516	0.1217916386
517	0.1213057259
518	0.1210486827
519	0.120599844
520	0.1202636871
521	0.1199388601
522	0.1198546718
523	0.119357618
524	0.1189610313
525	0.1186465747
526	0.1184002473
527	0.1182278684
528	0.1180228385
529	0.1176555041
530	0.117394448
531	0.1171170437
532	0.1167688565
533	0.116535604
534	0.116225524
535	0.1159930385
536	0.1157163001
537	0.1154048919
538	0.1151883224
539	0.1150425752
540	0.1148197373
541	0.1146499975
542	0.1143320994
543	0.1141593004
544	0.1137784789
545	0.1136275487
546	0.1134649504
547	0.1132269132
548	0.1128968826
549	0.1127450659
550	0.1123713043
551	0.1122776967
552	0.112058663
553	0.1117485296
554	0.1113657478
555	0.1110965064
556	0.110773014
557	0.1105248828
558	0.1103016236
559	0.1101150331
560	0.109956612
561	0.1098155985
562	0.1096970976
563	0.1092651014
564	0.1089228368
565	0.1088100752
566	0.1085536528
567	0.1082990727
568	0.1081520448
569	0.1080111167
570	0.1079372526
571	0.1077616996
572	0.1074723121
573	0.1073819178
574	0.1070924594
575	0.1067306363
576	0.1064460281
577	0.1062413923
578	0.1061532547
579	0.1056707676
580	0.1055086458
581	0.1051744017
582	0.1049288898
583	0.1047178893
584	0.1044982868
585	0.104224939
586	0.1040795385
587	0.103847857
588	0.1034969045
589	0.103281229
590	0.1030111021
591	0.1027418987
592	0.1025399982
593	0.1023516017
594	0.1020946374
595	0.1018491661
596	0.1016872386
597	0.1013813969
598	0.1010615567
599	0.1008868034
600	0.1006974922
601	0.1004610665
602	0.1002614148
603	0.09995754162
604	0.09988226486
605	0.09971582901
606	0.09953565058
607	0.09933170478
608	0.09914994096
609	0.09883554039
610	0.09865554098
611	0.09849518107
612	0.09823937448
613	0.09813259092
614	0.09789620768
615	0.09772810385
616	0.0976381916
617	0.09737434216
618	0.09711031908
619	0.09699556283
620	0.09667913213
621	0.09656338965
622	0.09641472173
623	0.09612474754
624	0.0960627861
625	0.09587919876
626	0.09563678002
627	0.09542118913
628	0.09519370743
629	0.09504715884
630	0.09465299635
631	0.0943307359
632	0.09413705496
633	0.0939557275
634	0.09357323017
635	0.09341338504
636	0.09327719119
637	0.09297168631
638	0.09272085907
639	0.09263400212
640	0.09252841784
641	0.09233918318
642	0.09222807711
643	0.09208139526
644	0.09188776805
645	0.09174342025
646	0.09158628782
647	0.09138999184
648	0.09126921951
649	0.09106546058
650	0.09087550858
651	0.09079824437
652	0.0907427094
653	0.09053782029
654	0.09040866471
655	0.09015608627
656	0.0899353411
657	0.08978338178
658	0.08963635391
659	0.0894272937
660	0.08931431027
661	0.08920123173
662	0.08909088682
663	0.08899081994
664	0.08885347708
665	0.08873002215
666	0.08862066558
667	0.08847140731
668	0.08837628928
669	0.08822350384
670	0.08810983067
671	0.08802344824
672	0.08782549368
673	0.08761863318
674	0.08749610316
675	0.08731587373
676	0.0872000813
677	0.08683520451
678	0.08664653874
679	0.08658294368
680	0.08651917294
681	0.08636560245
682	0.0862695565
683	0.08613576709
684	0.08593642414
685	0.08571728155
686	0.08543581096
687	0.08525034591
688	0.08508452707
689	0.08488105187
690	0.0846410293
691	0.08445985414
692	0.0842898008
693	0.08423089741
694	0.08399220169
695	0.08387826064
696	0.08365830619
697	0.08356853901
698	0.08349324214
699	0.08329688548
700	0.08311967549
701	0.08291561685
702	0.08281800636
703	0.08263489506
704	0.08257110678
705	0.08242655258
706	0.08224354893
707	0.08211908054
708	0.08191804743
709	0.08168190826
710	0.08161468273
711	0.08152981191
712	0.08145628658
713	0.08134766782
714	0.08113499516
715	0.08098660221
716	0.08084964938
717	0.08075468573
718	0.08067009816
719	0.08056123834
720	0.08035741624
721	0.08013506193
722	0.07996926328
723	0.07983755631
724	0.07967358918
725	0.07951705612
726	0.07938519595
727	0.0793114158
728	0.07908145941
729	0.07894351
730	0.07879681412
731	0.07871590269
732	0.07864620147
733	0.07852917068
734	0.0784633341
735	0.07829688278
736	0.07816815859
737	0.07807538529
738	0.07791679315
739	0.07772237461
740	0.07760812292
741	0.07748973793
742	0.0773877814
743	0.07730593469
744	0.07718383426
745	0.07705190825
746	0.07693552712
747	0.07678329314
748	0.0767137273
749	0.07646608933
750	0.07636442919
751	0.07626799963
752	0.07601235249
753	0.07573810641
754	0.07557721739
755	0.07542828909
756	0.0752572098
757	0.07518365929
758	0.07502984679
759	0.07481526495
760	0.07460074303
761	0.07449224579
762	0.07432647343
763	0.07420518489
764	0.07409721917
765	0.07401421734
766	0.07393096357
767	0.07385425785
768	0.07373598473
769	0.07366660681
770	0.07355577551
771	0.07343427179
772	0.07329425602
773	0.07325003889
774	0.07310564121
775	0.07302664805
776	0.07291622962
777	0.0728173639
778	0.07265978108
779	0.0725718145
780	0.07244722433
781	0.07229502009
782	0.07218320893
783	0.0720805775
784	0.07188194793
785	0.07183475316
786	0.07176423244
787	0.07166649
788	0.07156392274
789	0.07142210478
790	0.07134584617
791	0.07128342553
792	0.07114772349
793	0.0709997251
794	0.07087455968
795	0.0707170201
796	0.07058449228
797	0.0704979235
798	0.07036140658
799	0.07029798024
800	0.07011238981
801	0.07004351751
802	0.0699851983
803	0.06992924869
804	0.06974871962
805	0.06963338122
806	0.06955799042
807	0.06937807129
808	0.06924496669
809	0.06913494946
810	0.06902848305
811	0.06892586081
812	0.06879886373
813	0.06866263418
814	0.06854261388
815	0.06842643104
816	0.06831100843
817	0.06820650419
818	0.06806098644
819	0.06790796942
820	0.06782123501
821	0.06772413857
822	0.06758655134
823	0.06751233053
824	0.06744659588
825	0.067368798
826	0.06725670289
827	0.06708409274
828	0.0669553882
829	0.06686012522
830	0.0667591066
831	0.06667702811
832	0.06654385844
833	0.06645417278
834	0.06636648719
835	0.0662446011
836	0.06610604674
837	0.065965749
838	0.06581813557
839	0.0656860084
840	0.0656068024
841	0.06550953635
842	0.06540422298
843	0.06523889342
844	0.06517000867
845	0.06507850033
846	0.06501378963
847	0.06490527502
848	0.06478844333
849	0.06468415731
850	0.06460759419
851	0.06447459889
852	0.06435116024
853	0.06426243373
854	0.06412064012
855	0.06400221216
856	0.06391539469
857	0.06384214274
858	0.0637342526
859	0.0636196751
860	0.06349399404
861	0.06339005485
862	0.06329977088
863	0.06322685114
864	0.0631245341
865	0.06307553533
866	0.06301434061
867	0.06291147073
868	0.06281381051
869	0.06274298349
870	0.06270056741
871	0.06264816081
872	0.06254065641
873	0.06245019555
874	0.06237968781
875	0.06227255656
876	0.06213805731
877	0.0620293128
878	0.06190411365
879	0.0618531867
880	0.06176485955
881	0.06167320847
882	0.06154797747
883	0.06149966641
884	0.06136060575
885	0.06131076292
886	0.06123396134
887	0.06117719583
888	0.06106379239
889	0.06099321161
890	0.06092763381
891	0.06088362969
892	0.06074764237
893	0.06063421731
894	0.06060365161
895	0.06056591076
896	0.06049550608
897	0.06037454789
898	0.06034327978
899	0.06028801488
900	0.06023595516
901	0.06014951443
902	0.06006557899
903	0.05999310847
904	0.05994314537
905	0.05985584278
906	0.05981221219
907	0.05973963001
908	0.05966151578
909	0.05960683831
910	0.05956749315
911	0.05951281543
912	0.05942954213
913	0.05936010741
914	0.05931962976
915	0.05923144528
916	0.05912917733
917	0.05900799852
918	0.05891352432
919	0.05886655972
920	0.05880422974
921	0.05876756785
922	0.058689699
923	0.05864544336
924	0.05856273921
925	0.05843406445
926	0.05833286827
927	0.05819978246
928	0.0581451279
929	0.05809653895
930	0.05796310472
931	0.05785743453
932	0.05782433136
933	0.05770579159
934	0.057666364
935	0.05758763637
936	0.05752248319
937	0.05745933082
938	0.0574065879
939	0.05735539852
940	0.0572971003
941	0.05721260514
942	0.05713528036
943	0.0570607977
944	0.05701425972
945	0.05690962734
946	0.05684329635
947	0.05675912865
948	0.05670059236
949	0.05661881851
950	0.05658182391
951	0.05651307945
952	0.05642578447
953	0.05637917236
954	0.05627120639
955	0.0561266312
956	0.05602732933
957	0.0559378602
958	0.05588085959
959	0.05580209881
960	0.05572641502
961	0.05568214091
962	0.05561798773
963	0.05556013137
964	0.05549953201
965	0.05546430433
966	0.05536335779
967	0.05532835326
968	0.05527493897
969	0.05520544434
970	0.05513801439
971	0.05504868778
972	0.05496931948
973	0.05487254665
974	0.05481486644
975	0.05477374926
976	0.05470631471
977	0.0545941636
978	0.0544972724
979	0.0544587181
980	0.05437940195
981	0.0542761406
982	0.05416790437
983	0.05410072262
984	0.05400485072
985	0.05397709489
986	0.05389106925
987	0.05384213011
988	0.0537692031
989	0.05373028218
990	0.05367871931
991	0.05362655016
992	0.05358910865
993	0.05354903408
994	0.05347375152
995	0.05343634123
996	0.05341052743
997	0.05337557488
998	0.05329400538
999	0.05322641829
